solution,fval,prob,rank_prob,rank_fval
[1. 0. 1. 0. 0. 1. 0.],-120.52999999999997,0.0029296874999999996,87,29
[1. 1. 0. 0. 0. 0. 1.],-120.51199999999994,0.007812500000000002,46,30
[1. 1. 1. 1. 0. 0. 0.],-120.50900000000001,0.0019531250000000004,93,31
[0. 0. 1. 0. 0. 0. 1.],-120.5039999999999,0.005859374999999999,65,32
[0. 1. 0. 0. 0. 1. 0.],-117.46199999999999,0.0205078125,8,33
[0. 1. 1. 0. 0. 0. 0.],-116.332,0.009765625000000002,41,34
[1. 0. 0. 0. 1. 1. 0.],-115.803,0.014648437500000002,19,35
[1. 1. 0. 1. 1. 0. 0.],-115.78200000000004,0.009765625000000002,40,36
[0. 0. 1. 1. 1. 0. 0.],-115.774,0.005859374999999999,59,37
[1. 0. 0. 1. 0. 0. 1.],-115.75,0.0009765625,105,38
[0. 0. 0. 1. 0. 1. 0.],-112.69999999999999,0.017578124999999997,15,39
[1. 0. 1. 0. 0. 0. 0.],-110.469,0.023437499999999997,7,40
[0. 1. 0. 0. 0. 0. 0.],-107.40100000000001,0.0009765625,116,41
[0. 0. 0. 1. 1. 0. 0.],-106.84300000000002,0.00390625,79,42
[1. 0. 0. 0. 1. 0. 0.],-105.74200000000002,0.005859374999999999,69,43
[0. 0. 0. 1. 0. 0. 0.],-102.63900000000001,0.005859374999999999,68,44
[1. 0. 0. 0. 0. 0. 0.],-101.53800000000001,0.015625,17,45
[1. 1. 0. 0. 1. 1. 0.],-23.20399999999995,0.0019531250000000004,91,46
[0. 0. 1. 0. 1. 1. 0.],-23.195999999999913,0.005859374999999999,67,47
[0. 1. 0. 0. 1. 0. 1.],-23.177999999999997,0.009765625000000002,36,48
[1. 0. 0. 0. 0. 1. 1.],-23.172000000000025,0.007812500000000002,50,49
[0. 0. 1. 1. 0. 0. 1.],-23.14300000000003,0.005859374999999999,66,50
[0. 1. 0. 1. 0. 1. 0.],-20.101,0.0019531250000000004,90,51
[1. 1. 1. 0. 0. 0. 0.],-17.870000000000005,0.009765625000000002,35,52
[1. 0. 0. 1. 1. 0. 0.],-8.381000000000029,0.0244140625,6,53
[0. 0. 0. 0. 0. 0. 0.],0.0,0.005859374999999999,64,54
[0. 1. 1. 0. 0. 1. 0.],73.60699999999997,0.0107421875,33,55
[0. 0. 0. 1. 1. 1. 0.],83.096,0.030273437499999997,4,56
[1. 0. 1. 0. 1. 0. 0.],85.327,0.0107421875,32,57
[0. 1. 0. 0. 0. 1. 1.],170.96500000000003,0.0009765625,115,58
[1. 1. 1. 0. 0. 1. 0.],172.06899999999996,0.009765625000000002,38,59
[0. 1. 1. 0. 0. 0. 1.],172.09500000000003,0.0019531250000000004,94,60
[0. 0. 0. 1. 0. 1. 1.],175.7270000000001,0.00390625,80,61
[1. 1. 1. 0. 1. 0. 0.],177.92599999999993,0.011718749999999998,27,62
[1. 0. 1. 0. 0. 0. 1.],177.95800000000008,0.0009765625,114,63
[1. 0. 0. 1. 1. 1. 0.],181.558,0.0107421875,31,64
[0. 0. 0. 1. 1. 0. 1.],181.58400000000006,0.014648437500000002,20,65
[1. 0. 0. 0. 1. 0. 1.],182.68499999999995,0.006835937500000001,54,66
[1. 0. 1. 1. 1. 0. 0.],182.688,0.004882812500000001,77,67
[0. 1. 1. 0. 1. 1. 0.],269.403,0.009765625000000002,37,68
[1. 1. 0. 0. 0. 1. 1.],269.427,0.0009765625,113,69
[1. 1. 1. 1. 0. 1. 0.],269.43000000000006,0.0341796875,3,70
[0. 0. 1. 0. 0. 1. 1.],269.43500000000006,0.017578124999999997,16,71
[0. 1. 1. 1. 0. 0. 1.],269.456,0.0009765625,111,72
[1. 1. 0. 1. 1. 1. 0.],274.1569999999999,0.007812500000000002,51,73
[0. 0. 0. 0. 1. 1. 1.],274.16200000000003,0.011718749999999998,26,74
[0. 1. 0. 1. 1. 0. 1.],274.183,0.013671875,22,75
[1. 0. 0. 1. 0. 1. 1.],274.1890000000001,0.004882812500000001,72,76
[1. 0. 1. 0. 1. 1. 0.],275.2660000000001,0.007812500000000002,45,77
[1. 1. 0. 0. 1. 0. 1.],275.284,0.012695312499999998,25,78
[1. 1. 1. 1. 1. 0. 0.],275.28700000000003,0.013671875,23,79
[0. 0. 1. 0. 1. 0. 1.],275.29200000000003,0.007812500000000002,49,80
[1. 0. 1. 1. 0. 0. 1.],275.31899999999996,0.019531250000000003,11,81
[0. 1. 0. 1. 0. 1. 1.],468.326,0.011718749999999998,29,82
[1. 1. 1. 0. 0. 0. 1.],470.557,0.0019531250000000004,99,83
[0. 1. 0. 0. 1. 1. 1.],566.7610000000001,0.0009765625,110,84
[0. 1. 1. 1. 1. 1. 0.],566.7640000000001,0.0019531250000000004,98,85
[1. 1. 0. 1. 0. 1. 1.],566.788,0.0009765625,109,86
[0. 0. 1. 1. 0. 1. 1.],566.796,0.019531250000000003,10,87
[1. 1. 1. 0. 1. 1. 0.],567.865,0.03613281249999999,2,88
[0. 1. 1. 0. 1. 0. 1.],567.891,0.018554687500000003,14,89
[1. 0. 1. 0. 0. 1. 1.],567.897,0.018554687500000003,13,90
[1. 1. 1. 1. 0. 0. 1.],567.918,0.005859374999999999,62,91
[1. 0. 0. 0. 1. 1. 1.],572.624,0.004882812500000001,71,92
[1. 0. 1. 1. 1. 1. 0.],572.627,0.004882812500000001,75,93
[1. 1. 0. 1. 1. 0. 1.],572.645,0.0019531250000000004,95,94
[0. 0. 1. 1. 1. 0. 1.],572.653,0.005859374999999999,63,95
[0. 0. 0. 1. 1. 1. 1.],771.523,0.018554687500000003,12,96
[1. 0. 1. 0. 1. 0. 1.],773.754,0.0009765625,108,97
[1. 1. 0. 0. 1. 1. 1.],865.2230000000001,0.0019531250000000004,89,98
[1. 1. 1. 1. 1. 1. 0.],865.2260000000001,0.019531250000000003,9,99
[0. 0. 1. 0. 1. 1. 1.],865.2310000000001,0.004882812500000001,73,100
[0. 1. 1. 1. 1. 0. 1.],865.2520000000001,0.006835937500000001,53,101
[1. 0. 1. 1. 0. 1. 1.],865.258,0.006835937500000001,56,102
[0. 1. 1. 1. 0. 1. 1.],1059.395,0.007812500000000002,52,103
[1. 1. 1. 0. 0. 1. 1.],1060.496,0.0009765625,106,104
[0. 1. 0. 1. 1. 1. 1.],1064.1219999999998,0.0029296874999999996,88,105
[1. 1. 1. 0. 1. 0. 1.],1066.353,0.004882812500000001,76,106
[1. 0. 0. 1. 1. 1. 1.],1069.9850000000001,0.007812500000000002,48,107
[1. 0. 1. 1. 1. 0. 1.],1071.115,0.00390625,78,108
[0. 1. 1. 0. 1. 1. 1.],1357.83,0.006835937500000001,55,109
[1. 1. 1. 1. 0. 1. 1.],1357.857,0.013671875,24,110
[1. 1. 0. 1. 1. 1. 1.],1362.5839999999998,0.0107421875,34,111
[1. 0. 1. 0. 1. 1. 1.],1363.6930000000002,0.0009765625,102,112
[1. 1. 1. 1. 1. 0. 1.],1363.714,0.0107421875,30,113
[0. 1. 1. 1. 1. 1. 1.],1855.1910000000003,0.00390625,81,114
[1. 1. 1. 0. 1. 1. 1.],1856.292,0.011718749999999998,28,115
[1. 0. 1. 1. 1. 1. 1.],1861.054,0.0009765625,103,116
[1. 1. 1. 1. 1. 1. 1.],2353.6530000000002,0.005859374999999999,61,117
