solution,fval,prob,rank_prob,rank_fval
[1. 0. 1. 0. 1. 0. 0.],397.6790000000001,0.019531250000000003,11,54
[0. 0. 0. 1. 1. 1. 0.],797.4859999999999,0.0029296874999999996,91,55
[0. 1. 1. 0. 0. 1. 0.],799.049,0.0087890625,44,56
[1. 0. 1. 1. 1. 0. 0.],1396.679,0.0009765625,113,57
[1. 1. 1. 0. 1. 0. 0.],1397.6779999999999,0.00390625,80,58
[1. 0. 0. 0. 1. 0. 1.],1397.9309999999996,0.004882812500000001,64,59
[1. 0. 1. 0. 0. 0. 1.],1398.495,0.03515625,3,60
[1. 0. 0. 1. 1. 1. 0.],1596.487,0.022460937499999997,8,61
[0. 0. 0. 1. 1. 0. 1.],1597.9299999999994,0.012695312499999998,25,62
[1. 1. 1. 0. 0. 1. 0.],1598.0500000000002,0.012695312499999998,26,63
[0. 1. 1. 0. 0. 0. 1.],1599.4929999999995,0.0166015625,15,64
[0. 1. 0. 1. 1. 1. 0.],1797.4849999999997,0.00390625,74,65
[0. 1. 1. 1. 0. 1. 0.],1798.049,0.0019531250000000004,100,66
[0. 0. 0. 1. 0. 1. 1.],1798.3019999999997,0.005859374999999999,58,67
[0. 1. 0. 0. 0. 1. 1.],1799.3009999999995,0.0029296874999999996,92,68
[1. 1. 1. 1. 1. 0. 0.],2396.678,0.0009765625,106,69
[1. 0. 1. 0. 1. 1. 0.],2397.108,0.005859374999999999,57,70
[1. 0. 1. 1. 0. 0. 1.],2397.495,0.005859374999999999,60,71
[1. 1. 0. 0. 1. 0. 1.],2397.9299999999994,0.006835937500000001,56,72
[0. 0. 1. 0. 1. 0. 1.],2398.5509999999995,0.006835937500000001,55,73
[1. 1. 0. 1. 1. 1. 0.],2596.486,0.0009765625,109,74
[0. 0. 1. 1. 1. 1. 0.],2597.107,0.004882812500000001,70,75
[1. 0. 0. 1. 0. 1. 1.],2597.303,0.0019531250000000004,99,76
[0. 1. 0. 1. 1. 0. 1.],2597.928999999999,0.00390625,79,77
[0. 1. 1. 0. 1. 1. 0.],2598.1059999999998,0.0107421875,31,78
[1. 1. 0. 0. 0. 1. 1.],2598.3019999999997,0.009765625000000002,34,79
[0. 0. 0. 0. 1. 1. 1.],2598.3589999999995,0.0019531250000000004,98,80
[0. 1. 1. 1. 0. 0. 1.],2598.4929999999995,0.0009765625,111,81
[0. 0. 1. 0. 0. 1. 1.],2598.923,0.0019531250000000004,95,82
[1. 0. 0. 1. 1. 0. 1.],4396.931,0.0087890625,42,83
[1. 1. 1. 0. 0. 0. 1.],4398.494,0.0205078125,9,84
[0. 1. 0. 1. 0. 1. 1.],4798.3009999999995,0.0087890625,39,85
[1. 0. 1. 1. 1. 1. 0.],5396.108,0.004882812500000001,65,86
[1. 0. 0. 0. 1. 1. 1.],5397.360000000001,0.007812500000000002,46,87
[1. 1. 1. 1. 0. 0. 1.],5397.493999999999,0.006835937500000001,52,88
[0. 0. 1. 1. 1. 0. 1.],5397.5509999999995,0.00390625,82,89
[1. 0. 1. 0. 0. 1. 1.],5397.923999999999,0.004882812500000001,66,90
[0. 1. 1. 0. 1. 0. 1.],5398.549999999999,0.006835937500000001,54,91
[0. 1. 1. 1. 1. 1. 0.],5597.106,0.0029296874999999996,85,92
[1. 1. 0. 1. 0. 1. 1.],5597.302,0.009765625000000002,37,93
[0. 1. 0. 0. 1. 1. 1.],5598.358,0.009765625000000002,35,94
[1. 0. 1. 0. 1. 0. 1.],7197.552,0.004882812500000001,67,95
[0. 1. 1. 0. 0. 1. 1.],7598.921999999999,0.0166015625,17,96
[1. 1. 1. 1. 1. 1. 0.],8396.107,0.027343750000000003,5,97
[1. 0. 1. 1. 0. 1. 1.],8396.923999999999,0.014648437500000002,21,98
[1. 1. 0. 0. 1. 1. 1.],8397.359,0.0029296874999999996,87,99
[0. 1. 1. 1. 1. 0. 1.],8397.55,0.004882812500000001,68,100
[0. 0. 1. 0. 1. 1. 1.],8397.98,0.014648437500000002,22,101
[1. 0. 1. 1. 1. 0. 1.],10196.552,0.011718749999999998,29,102
[1. 1. 1. 0. 1. 0. 1.],10197.551,0.007812500000000002,47,103
[1. 0. 0. 1. 1. 1. 1.],10396.36,0.0107421875,33,104
[0. 1. 0. 1. 1. 1. 1.],10597.358,0.009765625000000002,36,105
[1. 1. 1. 1. 1. 0. 1.],13196.551,0.0009765625,104,106
[1. 1. 0. 1. 1. 1. 1.],13396.359,0.005859374999999999,59,107
[1. 1. 1. 1. 0. 1. 1.],13396.922999999999,0.00390625,73,108
[0. 0. 1. 1. 1. 1. 1.],13396.98,0.0087890625,40,109
[0. 1. 1. 0. 1. 1. 1.],13397.979,0.0029296874999999996,83,110
[1. 1. 1. 0. 1. 1. 1.],18196.98,0.0087890625,45,111
[0. 1. 1. 1. 1. 1. 1.],18396.979,0.004882812500000001,71,112
[1. 1. 1. 1. 1. 1. 1.],23195.98,0.005859374999999999,61,113
