solution,fval,prob,rank_prob,rank_fval
[0. 1. 1. 1. 0. 1. 0.],1939.7650000000003,0.0244140625,7,58
[1. 0. 0. 1. 1. 1. 0.],1939.857,0.006835937500000001,54,59
[1. 1. 1. 0. 0. 1. 0.],1939.92,0.006835937500000001,53,60
[1. 0. 1. 1. 1. 0. 0.],1939.92,0.004882812500000001,70,61
[1. 0. 1. 0. 0. 0. 1.],1939.9400000000005,0.0107421875,29,62
[0. 1. 0. 1. 1. 1. 0.],1940.2180000000008,0.0009765625,115,63
[0. 0. 0. 1. 1. 0. 1.],1940.2380000000003,0.011718749999999998,27,64
[0. 1. 0. 0. 0. 1. 1.],1940.2380000000003,0.011718749999999998,26,65
[0. 1. 1. 0. 0. 0. 1.],1940.3010000000004,0.0009765625,116,66
[1. 1. 1. 0. 1. 0. 0.],1940.4359999999997,0.011718749999999998,28,67
[0. 0. 1. 1. 1. 1. 0.],2929.682,0.0029296874999999996,90,68
[0. 0. 1. 0. 0. 1. 1.],2929.702,0.0009765625,117,69
[1. 1. 1. 1. 0. 1. 0.],2929.758,0.0029296874999999996,83,70
[1. 0. 1. 1. 0. 0. 1.],2929.7780000000002,0.0009765625,102,71
[1. 0. 1. 0. 1. 1. 0.],2929.8370000000004,0.007812500000000002,46,72
[0. 0. 0. 0. 1. 1. 1.],2930.1550000000007,0.013671875,23,73
[0. 1. 1. 0. 1. 1. 0.],2930.1980000000012,0.0029296874999999996,91,74
[1. 1. 0. 1. 1. 1. 0.],2930.2110000000002,0.019531250000000003,13,75
[0. 0. 1. 0. 1. 0. 1.],2930.2180000000008,0.007812500000000002,39,76
[1. 1. 0. 0. 0. 1. 1.],2930.2309999999998,0.006835937500000001,51,77
[1. 1. 1. 1. 1. 0. 0.],2930.2739999999994,0.004882812500000001,67,78
[0. 1. 0. 1. 1. 0. 1.],2930.5920000000006,0.013671875,22,79
[1. 1. 0. 0. 1. 0. 1.],2930.7470000000003,0.007812500000000002,44,80
[0. 1. 0. 1. 0. 1. 1.],4930.076,0.022460937499999997,10,81
[1. 0. 0. 1. 1. 0. 1.],4930.231,0.0009765625,111,82
[1. 1. 1. 0. 0. 0. 1.],4930.294,0.007812500000000002,45,83
[0. 0. 1. 1. 0. 1. 1.],5919.54,0.004882812500000001,69,84
[1. 0. 1. 1. 1. 1. 0.],5919.675,0.0029296874999999996,87,85
[1. 0. 1. 0. 0. 1. 1.],5919.695000000001,0.0205078125,12,86
[0. 1. 1. 1. 1. 1. 0.],5920.036000000001,0.0087890625,37,87
[0. 0. 1. 1. 1. 0. 1.],5920.056,0.004882812500000001,68,88
[1. 1. 0. 1. 0. 1. 1.],5920.069,0.004882812500000001,66,89
[1. 1. 1. 1. 0. 0. 1.],5920.132,0.0009765625,109,90
[1. 0. 0. 0. 1. 1. 1.],5920.148,0.0009765625,108,91
[1. 1. 1. 0. 1. 1. 0.],5920.191,0.012695312499999998,25,92
[0. 1. 1. 0. 1. 0. 1.],5920.572000000001,0.0107421875,30,93
[1. 1. 0. 1. 1. 0. 1.],5920.585,0.0029296874999999996,84,94
[0. 0. 0. 1. 1. 1. 1.],7919.993,0.018554687500000003,16,95
[0. 1. 1. 0. 0. 1. 1.],7920.0560000000005,0.006835937500000001,52,96
[1. 0. 1. 0. 1. 0. 1.],7920.211,0.005859374999999999,62,97
[1. 0. 1. 1. 0. 1. 1.],8909.533,0.005859374999999999,63,98
[0. 0. 1. 0. 1. 1. 1.],8909.973000000002,0.0107421875,32,99
[1. 1. 1. 1. 1. 1. 0.],8910.028999999999,0.018554687500000003,17,100
[0. 1. 1. 1. 1. 0. 1.],8910.41,0.005859374999999999,64,101
[1. 1. 0. 0. 1. 1. 1.],8910.502,0.013671875,24,102
[0. 1. 1. 1. 0. 1. 1.],10909.894,0.0019531250000000004,94,103
[1. 0. 0. 1. 1. 1. 1.],10909.986,0.009765625000000002,33,104
[1. 0. 1. 1. 1. 0. 1.],10910.048999999999,0.009765625000000002,35,105
[1. 1. 1. 0. 0. 1. 1.],10910.048999999999,0.007812500000000002,40,106
[0. 1. 0. 1. 1. 1. 1.],10910.347000000002,0.0087890625,38,107
[1. 1. 1. 0. 1. 0. 1.],10910.564999999999,0.005859374999999999,61,108
[0. 0. 1. 1. 1. 1. 1.],13899.811,0.0019531250000000004,95,109
[1. 1. 1. 1. 0. 1. 1.],13899.886999999999,0.0019531250000000004,93,110
[1. 0. 1. 0. 1. 1. 1.],13899.966,0.0019531250000000004,96,111
[0. 1. 1. 0. 1. 1. 1.],13900.327000000001,0.0029296874999999996,88,112
[1. 1. 0. 1. 1. 1. 1.],13900.34,0.006835937500000001,56,113
[1. 1. 1. 1. 1. 0. 1.],13900.402999999998,0.005859374999999999,59,114
[1. 0. 1. 1. 1. 1. 1.],18889.804,0.007812500000000002,41,115
[0. 1. 1. 1. 1. 1. 1.],18890.165,0.0009765625,99,116
[1. 1. 1. 0. 1. 1. 1.],18890.32,0.0009765625,100,117
[1. 1. 1. 1. 1. 1. 1.],23880.158,0.00390625,75,118
