solution,fval,prob,rank_prob,rank_fval
[0. 0. 0. 1. 1. 1. 0.],55.14599999999996,0.0205078125,11,48
[1. 0. 1. 0. 1. 0. 0.],81.144,0.0009765625,106,49
[0. 1. 0. 1. 1. 1. 0.],145.95899999999995,0.011718749999999998,29,50
[1. 0. 0. 1. 1. 1. 0.],149.07999999999993,0.0107421875,33,51
[0. 0. 0. 1. 0. 1. 1.],151.63100000000009,0.0029296874999999996,89,52
[0. 0. 0. 1. 1. 0. 1.],156.67700000000002,0.019531250000000003,12,53
[0. 1. 1. 1. 0. 1. 0.],157.413,0.005859374999999999,62,54
[0. 1. 0. 0. 0. 1. 1.],158.00800000000004,0.0029296874999999996,88,55
[1. 0. 1. 1. 1. 0. 0.],165.57999999999993,0.0019531250000000004,94,56
[1. 0. 0. 0. 1. 0. 1.],166.17500000000007,0.0029296874999999996,79,57
[1. 1. 1. 0. 0. 1. 0.],166.91099999999994,0.012695312499999998,27,58
[1. 1. 1. 0. 1. 0. 0.],171.95699999999988,0.005859374999999999,53,59
[0. 1. 1. 0. 0. 0. 1.],174.50800000000004,0.00390625,76,60
[1. 0. 1. 0. 0. 0. 1.],177.62900000000002,0.007812500000000002,46,61
[1. 0. 0. 1. 0. 1. 1.],245.56500000000005,0.007812500000000002,48,62
[0. 1. 0. 1. 1. 0. 1.],247.49,0.009765625000000002,37,63
[1. 1. 1. 1. 0. 1. 0.],251.34699999999998,0.0019531250000000004,95,64
[1. 1. 0. 0. 0. 1. 1.],251.942,0.004882812500000001,68,65
[0. 0. 1. 1. 1. 1. 0.],254.47799999999995,0.0009765625,103,66
[0. 0. 0. 0. 1. 1. 1.],255.0730000000001,0.0019531250000000004,96,67
[1. 1. 1. 1. 1. 0. 0.],256.39300000000003,0.005859374999999999,55,68
[1. 1. 0. 0. 1. 0. 1.],256.98800000000006,0.00390625,75,69
[0. 1. 1. 0. 1. 1. 0.],260.8549999999999,0.00390625,74,70
[1. 0. 1. 1. 0. 0. 1.],262.06500000000005,0.00390625,73,71
[1. 0. 1. 0. 1. 1. 0.],263.976,0.0029296874999999996,83,72
[0. 0. 1. 0. 0. 1. 1.],266.52700000000004,0.013671875,22,73
[0. 0. 1. 0. 1. 0. 1.],271.5730000000001,0.03613281249999999,2,74
[0. 1. 0. 1. 0. 1. 1.],442.4440000000001,0.0009765625,100,75
[1. 0. 0. 1. 1. 0. 1.],450.6110000000001,0.0029296874999999996,81,76
[1. 1. 1. 0. 0. 0. 1.],468.442,0.00390625,70,77
[1. 1. 0. 1. 0. 1. 1.],536.378,0.014648437500000002,21,78
[1. 1. 0. 1. 1. 0. 1.],541.424,0.0019531250000000004,93,79
[0. 1. 1. 1. 1. 1. 0.],545.291,0.006835937500000001,52,80
[0. 1. 0. 0. 1. 1. 1.],545.886,0.00390625,69,81
[1. 0. 1. 1. 1. 1. 0.],548.4119999999999,0.00390625,71,82
[1. 0. 0. 0. 1. 1. 1.],549.0070000000001,0.0009765625,102,83
[0. 0. 1. 1. 0. 1. 1.],550.9630000000001,0.007812500000000002,47,84
[1. 1. 1. 1. 0. 0. 1.],552.878,0.009765625000000002,42,85
[1. 1. 1. 0. 1. 1. 0.],554.7889999999999,0.014648437500000002,20,86
[0. 0. 1. 1. 1. 0. 1.],556.009,0.0009765625,105,87
[1. 0. 1. 0. 0. 1. 1.],560.461,0.0009765625,108,88
[0. 1. 1. 0. 1. 0. 1.],562.386,0.013671875,23,89
[0. 0. 0. 1. 1. 1. 1.],739.509,0.005859374999999999,61,90
[0. 1. 1. 0. 0. 1. 1.],757.34,0.00390625,77,91
[1. 0. 1. 0. 1. 0. 1.],765.5070000000001,0.005859374999999999,64,92
[1. 1. 0. 0. 1. 1. 1.],839.82,0.0009765625,111,93
[1. 0. 1. 1. 0. 1. 1.],844.897,0.0009765625,97,94
[0. 1. 1. 1. 1. 0. 1.],846.8220000000001,0.030273437499999997,5,95
[0. 0. 1. 0. 1. 1. 1.],854.405,0.018554687500000003,15,96
[0. 1. 0. 1. 1. 1. 1.],1030.3220000000001,0.015625,19,97
[1. 0. 0. 1. 1. 1. 1.],1033.443,0.004882812500000001,67,98
[0. 1. 1. 1. 0. 1. 1.],1041.776,0.0009765625,109,99
[1. 0. 1. 1. 1. 0. 1.],1049.943,0.0029296874999999996,78,100
[1. 1. 1. 0. 0. 1. 1.],1051.274,0.005859374999999999,65,101
[1. 1. 1. 0. 1. 0. 1.],1056.32,0.0087890625,43,102
[1. 1. 0. 1. 1. 1. 1.],1324.2559999999999,0.004882812500000001,66,103
[1. 1. 1. 1. 0. 1. 1.],1335.71,0.023437499999999997,7,104
[0. 0. 1. 1. 1. 1. 1.],1338.841,0.0009765625,98,105
[1. 1. 1. 1. 1. 0. 1.],1340.756,0.0107421875,34,106
[0. 1. 1. 0. 1. 1. 1.],1345.2179999999998,0.012695312499999998,28,107
[1. 0. 1. 0. 1. 1. 1.],1348.339,0.0166015625,18,108
[0. 1. 1. 1. 1. 1. 1.],1829.654,0.0009765625,101,109
[1. 0. 1. 1. 1. 1. 1.],1832.775,0.019531250000000003,14,110
[1. 1. 1. 0. 1. 1. 1.],1839.152,0.033203125,3,111
[1. 1. 1. 1. 1. 1. 1.],2323.588,0.0029296874999999996,80,112
