solution,fval,prob,rank_prob,rank_fval
[1. 1. 1. 1. 0. 1. 0.],2895.849,0.009765625000000002,35,66
[0. 0. 1. 1. 1. 1. 0.],2902.911,0.0009765625,101,67
[1. 0. 1. 0. 1. 1. 0.],2910.2039999999997,0.0009765625,108,68
[0. 0. 1. 0. 0. 1. 1.],2911.2160000000003,0.018554687500000003,16,69
[0. 1. 1. 0. 1. 1. 0.],2918.6929999999993,0.00390625,79,70
[1. 0. 0. 1. 0. 1. 1.],2919.9660000000003,0.019531250000000003,13,71
[1. 0. 1. 1. 0. 0. 1.],2924.2350000000006,0.005859374999999999,56,72
[1. 1. 0. 1. 1. 1. 0.],2927.443000000001,0.004882812500000001,67,73
[1. 1. 1. 1. 1. 0. 0.],2931.7119999999995,0.0009765625,115,74
[0. 1. 1. 1. 0. 0. 1.],2932.724,0.011718749999999998,32,75
[1. 1. 0. 0. 0. 1. 1.],2935.7479999999996,0.0087890625,41,76
[0. 0. 1. 0. 1. 0. 1.],2947.0789999999997,0.014648437500000002,23,77
[0. 1. 0. 1. 1. 0. 1.],2964.318,0.028320312499999997,7,78
[1. 1. 0. 0. 1. 0. 1.],2971.611,0.011718749999999998,31,79
[0. 1. 0. 1. 0. 1. 1.],4928.455,0.0166015625,19,80
[1. 1. 1. 0. 0. 0. 1.],4940.017,0.0009765625,109,81
[1. 0. 0. 1. 1. 0. 1.],4955.829,0.0009765625,111,82
[1. 0. 1. 1. 1. 1. 0.],5893.055,0.0322265625,2,83
[0. 0. 1. 1. 0. 1. 1.],5894.067,0.00390625,75,84
[1. 0. 1. 0. 0. 1. 1.],5901.36,0.0019531250000000004,98,85
[0. 1. 1. 1. 1. 1. 0.],5901.544,0.004882812500000001,66,86
[1. 1. 1. 0. 1. 1. 0.],5908.8369999999995,0.0009765625,110,87
[1. 1. 0. 1. 0. 1. 1.],5918.599,0.00390625,77,88
[0. 0. 1. 1. 1. 0. 1.],5929.929999999999,0.0087890625,42,89
[1. 0. 0. 0. 1. 1. 1.],5932.954000000001,0.00390625,69,90
[0. 1. 0. 0. 1. 1. 1.],5941.443,0.021484375,10,91
[0. 1. 1. 0. 1. 0. 1.],5945.7119999999995,0.0029296874999999996,86,92
[1. 1. 0. 1. 1. 0. 1.],5954.462,0.005859374999999999,54,93
[0. 1. 1. 0. 0. 1. 1.],7909.848999999999,0.0019531250000000004,96,94
[0. 0. 0. 1. 1. 1. 1.],7925.661,0.017578124999999997,17,95
[1. 0. 1. 0. 1. 0. 1.],7937.223,0.006835937500000001,51,96
[1. 0. 1. 1. 0. 1. 1.],8884.211,0.0029296874999999996,87,97
[1. 1. 1. 1. 1. 1. 0.],8891.688,0.009765625000000002,37,98
[0. 0. 1. 0. 1. 1. 1.],8907.055,0.0009765625,112,99
[0. 1. 1. 1. 1. 0. 1.],8928.562999999998,0.0029296874999999996,85,100
[1. 1. 0. 0. 1. 1. 1.],8931.587,0.0019531250000000004,92,101
[0. 1. 1. 1. 0. 1. 1.],10892.7,0.0009765625,116,102
[1. 1. 1. 0. 0. 1. 1.],10899.992999999999,0.0019531250000000004,91,103
[1. 0. 0. 1. 1. 1. 1.],10915.805,0.00390625,71,104
[1. 0. 1. 1. 1. 0. 1.],10920.074,0.007812500000000002,49,105
[0. 1. 0. 1. 1. 1. 1.],10924.294000000002,0.007812500000000002,47,106
[1. 1. 1. 0. 1. 0. 1.],10935.856,0.00390625,70,107
[1. 1. 1. 1. 0. 1. 1.],13882.844000000001,0.007812500000000002,46,108
[1. 0. 1. 0. 1. 1. 1.],13897.199,0.015625,21,109
[0. 1. 1. 0. 1. 1. 1.],13905.687999999998,0.00390625,74,110
[1. 1. 0. 1. 1. 1. 1.],13914.438000000002,0.007812500000000002,45,111
[1. 1. 1. 1. 1. 0. 1.],13918.706999999999,0.023437499999999997,9,112
[1. 0. 1. 1. 1. 1. 1.],18880.05,0.004882812500000001,63,113
[0. 1. 1. 1. 1. 1. 1.],18888.539,0.0107421875,34,114
[1. 1. 1. 0. 1. 1. 1.],18895.832,0.0009765625,105,115
[1. 1. 1. 1. 1. 1. 1.],23878.683,0.005859374999999999,59,116
