distribution,n_agents,solution,p,fval,prob,rank,time,device,flag,time_bilp,penalty
Rayleigh_distribution,3,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]",,-352.904,0.185,2,112.48,dwave,True,0.6163120269775391,100
Rayleigh_distribution,3,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]",,-352.904,1,1,0.00045871734619140625,exact dwave,True,0.6163120269775391,100
Rayleigh_distribution,3,[1. 0. 0. 0. 0. 1. 0.],4,-349.88,0.033203125,1,0.5167880058288574,QAOA,False,0.6163120269775391,100
Laplace_or_double_exponential,3,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]",,-3030.344,0.072,5,95.24,dwave,True,0.6082057952880859,1000
Laplace_or_double_exponential,3,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]",,-3030.344,1,1,0.00039505958557128906,exact dwave,True,0.6082057952880859,1000
Laplace_or_double_exponential,3,[0. 0. 1. 1. 0. 0. 0.],11,-3030.344,0.0400390625,1,2.026331663131714,QAOA,True,0.6082057952880859,1000
Rayleigh_distribution,3,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]",,-3052.904,0.193,1,117.84,dwave,True,0.60272216796875,1000
Rayleigh_distribution,3,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]",,-3052.904,1,1,0.0004279613494873047,exact dwave,True,0.60272216796875,1000
Rayleigh_distribution,3,[0. 0. 1. 1. 0. 0. 0.],12,-3052.904,0.0380859375,1,2.4911446571350098,QAOA,True,0.60272216796875,1000
Laplace_or_double_exponential,2,"[1.0, 1.0, 0.0]",,-219.943,0.59,1,91.24,dwave,True,0.064849853515625,100
Laplace_or_double_exponential,2,"[1.0, 1.0, 0.0]",,-219.943,1,1,0.00017881393432617188,exact dwave,True,0.064849853515625,100
Laplace_or_double_exponential,2,[1. 1. 0.],1,-219.943,0.2705078125,1,0.12041378021240234,QAOA,True,0.064849853515625,100
Rayleigh_distribution,2,"[1.0, 1.0, 0.0]",,-216.094,0.602,1,68.2,dwave,True,0.06198883056640625,100
Rayleigh_distribution,2,"[1.0, 1.0, 0.0]",,-216.094,1,1,0.0003845691680908203,exact dwave,True,0.06198883056640625,100
Rayleigh_distribution,2,[1. 1. 0.],5,-216.094,0.24316406249999997,1,0.17267942428588867,QAOA,True,0.06198883056640625,100
